user_id,signup_date,ab_group,channel,platform,region,age_group
102733,2026-03-25,test,email,android,Other Russia,25-34
102734,2026-01-20,test,organic,web,Saint Petersburg,35-44
102735,2026-02-10,control,referral,android,Moscow,18-24
102736,2026-01-13,test,email,android,Other Russia,25-34
102737,2026-02-21,test,referral,web,Other Russia,45+
102738,2026-01-17,test,referral,ios,Moscow,18-24
102739,2026-02-14,test,paid_search,ios,Moscow,25-34
102740,2026-01-31,control,social_ads,ios,Moscow,25-34
102741,2026-01-17,test,paid_search,web,Other Russia,25-34
102742,2026-01-09,test,paid_search,android,Other Russia,25-34
102743,2026-02-16,test,email,web,Saint Petersburg,25-34
102744,2026-03-27,test,organic,android,Moscow,45+
102745,2026-01-18,test,paid_search,ios,Saint Petersburg,25-34
102746,2026-02-06,control,email,ios,Other Russia,25-34
102747,2026-01-21,control,organic,android,Moscow,45+
102748,2026-03-14,test,organic,android,Moscow,18-24
102749,2026-02-07,test,organic,ios,Moscow,45+
102750,2026-03-29,test,social_ads,web,Other Russia,45+
102751,2026-01-23,control,referral,ios,Other Russia,45+
102752,2026-01-08,control,organic,web,Moscow,18-24
102753,2026-02-22,test,social_ads,android,Other Russia,25-34
102754,2026-02-28,test,paid_search,web,Saint Petersburg,35-44
102755,2026-03-31,control,social_ads,web,Other Russia,25-34
102756,2026-03-20,test,social_ads,android,Other Russia,25-34
102757,2026-03-21,control,email,web,Saint Petersburg,18-24
102758,2026-02-27,control,paid_search,android,Moscow,18-24
102759,2026-02-02,control,organic,web,Moscow,35-44
102760,2026-02-08,control,paid_search,web,Other Russia,45+
102761,2026-01-13,control,paid_search,ios,Saint Petersburg,18-24
102762,2026-02-08,test,paid_search,ios,Moscow,18-24
102763,2026-02-02,test,organic,android,Saint Petersburg,25-34
102764,2026-01-04,test,organic,ios,Moscow,18-24
102765,2026-01-19,control,email,web,Moscow,25-34
102766,2026-02-18,control,organic,web,Other Russia,35-44
102767,2026-02-03,control,social_ads,web,Moscow,25-34
102768,2026-03-31,test,social_ads,ios,Moscow,35-44
102769,2026-02-13,control,organic,web,Moscow,18-24
102770,2026-03-28,test,organic,ios,Other Russia,25-34
102771,2026-03-01,test,paid_search,android,Moscow,35-44
102772,2026-01-04,test,paid_search,ios,Moscow,18-24
102773,2026-01-19,control,paid_search,ios,Moscow,25-34
102774,2026-03-05,test,social_ads,web,Moscow,25-34
102775,2026-02-19,control,organic,android,Moscow,18-24
102776,2026-01-28,control,organic,web,Moscow,25-34
102777,2026-02-16,test,organic,ios,Moscow,35-44
102778,2026-03-23,test,paid_search,web,Other Russia,18-24
102779,2026-02-04,test,paid_search,web,Moscow,25-34
102780,2026-01-05,control,email,web,Moscow,18-24
102781,2026-01-28,test,organic,web,Other Russia,35-44
102782,2026-03-26,test,paid_search,android,Moscow,25-34
102783,2026-03-10,control,paid_search,web,Moscow,35-44
102784,2026-03-17,test,social_ads,android,Other Russia,18-24
102785,2026-03-24,control,social_ads,ios,Saint Petersburg,35-44
102786,2026-01-11,test,organic,web,Other Russia,35-44
102787,2026-01-26,test,social_ads,web,Saint Petersburg,35-44
102788,2026-01-06,test,organic,web,Other Russia,35-44
102789,2026-01-01,test,referral,android,Moscow,18-24
102790,2026-03-17,control,organic,web,Moscow,25-34
102791,2026-03-26,test,social_ads,android,Other Russia,25-34
102792,2026-01-15,test,social_ads,web,Moscow,18-24
102793,2026-03-06,control,social_ads,web,Saint Petersburg,25-34
102794,2026-02-18,control,organic,web,Moscow,35-44
102795,2026-01-07,test,social_ads,ios,Moscow,25-34
102796,2026-03-24,test,social_ads,ios,Other Russia,45+
102797,2026-03-20,test,paid_search,android,Saint Petersburg,35-44
102798,2026-02-21,test,paid_search,web,Saint Petersburg,25-34
102799,2026-03-05,test,organic,web,Moscow,25-34
102800,2026-02-05,control,organic,android,Moscow,25-34
102801,2026-03-13,control,social_ads,ios,Other Russia,25-34
102802,2026-02-10,test,paid_search,android,Moscow,18-24
102803,2026-03-31,test,social_ads,ios,Saint Petersburg,25-34
102804,2026-01-06,test,social_ads,android,Saint Petersburg,25-34
102805,2026-01-16,test,social_ads,web,Moscow,25-34
102806,2026-03-29,test,social_ads,android,Moscow,25-34
102807,2026-01-26,test,social_ads,web,Other Russia,18-24
102808,2026-01-28,test,paid_search,android,Moscow,25-34
102809,2026-03-13,control,organic,web,Moscow,18-24
102810,2026-01-18,test,referral,android,Other Russia,35-44
102811,2026-02-16,test,email,android,Moscow,25-34
102812,2026-01-26,control,paid_search,android,Other Russia,25-34
102813,2026-01-18,test,email,ios,Moscow,45+
102814,2026-03-28,test,email,ios,Moscow,25-34
102815,2026-01-18,test,paid_search,android,Saint Petersburg,18-24
102816,2026-01-09,test,social_ads,ios,Moscow,35-44
102817,2026-03-02,control,social_ads,ios,Other Russia,35-44
102818,2026-03-20,control,organic,web,Moscow,25-34
102819,2026-01-12,control,organic,ios,Saint Petersburg,18-24
102820,2026-03-05,control,paid_search,web,Other Russia,35-44
102821,2026-02-18,test,referral,ios,Saint Petersburg,18-24
102822,2026-03-16,test,organic,web,Saint Petersburg,25-34
102823,2026-01-12,test,referral,web,Moscow,35-44
102824,2026-03-29,control,social_ads,android,Moscow,35-44
102825,2026-02-25,control,social_ads,ios,Other Russia,25-34
102826,2026-03-17,control,organic,android,Saint Petersburg,18-24
102827,2026-02-02,test,paid_search,web,Other Russia,25-34
102828,2026-03-26,control,organic,ios,Moscow,35-44
102829,2026-02-26,test,organic,ios,Moscow,35-44
102830,2026-01-12,test,organic,web,Moscow,35-44
102831,2026-03-25,test,organic,ios,Moscow,18-24
102832,2026-03-13,control,organic,web,Moscow,45+
102833,2026-01-28,control,paid_search,ios,Moscow,18-24
102834,2026-02-19,test,paid_search,web,Moscow,25-34
102835,2026-02-04,test,organic,ios,Saint Petersburg,35-44
102836,2026-02-18,control,referral,android,Saint Petersburg,25-34
102837,2026-03-28,test,paid_search,web,Moscow,25-34
102838,2026-03-22,test,email,ios,Other Russia,25-34
102839,2026-01-20,control,social_ads,ios,Saint Petersburg,35-44
102840,2026-03-29,control,organic,android,Moscow,18-24
102841,2026-02-09,control,email,web,Other Russia,18-24
102842,2026-03-05,control,referral,web,Saint Petersburg,25-34
102843,2026-03-10,control,social_ads,android,Saint Petersburg,35-44
102844,2026-02-13,test,paid_search,ios,Other Russia,45+
102845,2026-02-11,control,paid_search,android,Moscow,25-34
102846,2026-02-11,test,paid_search,web,Saint Petersburg,35-44
102847,2026-03-19,test,social_ads,android,Moscow,25-34
102848,2026-02-04,control,paid_search,web,Moscow,25-34
102849,2026-01-26,control,organic,web,Moscow,18-24
102850,2026-02-02,test,organic,ios,Moscow,18-24
102851,2026-01-18,test,organic,ios,Moscow,18-24
102852,2026-02-05,test,organic,ios,Saint Petersburg,18-24
102853,2026-01-11,control,paid_search,web,Moscow,25-34
102854,2026-01-09,control,referral,web,Moscow,35-44
102855,2026-03-07,control,organic,android,Moscow,18-24
102856,2026-01-07,test,organic,web,Moscow,35-44
102857,2026-02-21,test,organic,android,Saint Petersburg,35-44
102858,2026-03-12,test,paid_search,ios,Saint Petersburg,25-34
102859,2026-03-07,test,social_ads,web,Other Russia,35-44
102860,2026-02-10,control,paid_search,android,Other Russia,25-34
102861,2026-01-18,test,email,android,Moscow,18-24
102862,2026-03-25,control,email,android,Moscow,35-44
102863,2026-03-17,test,referral,web,Other Russia,25-34
102864,2026-02-25,test,referral,ios,Saint Petersburg,25-34
102865,2026-01-08,test,paid_search,android,Other Russia,35-44
102866,2026-01-04,control,paid_search,ios,Other Russia,35-44
102867,2026-01-29,test,paid_search,web,Other Russia,25-34
102868,2026-01-15,test,referral,web,Moscow,18-24
102869,2026-03-19,control,organic,ios,Moscow,35-44
102870,2026-01-19,control,organic,android,Saint Petersburg,45+
102871,2026-01-26,test,organic,android,Saint Petersburg,25-34
102872,2026-03-29,control,social_ads,android,Other Russia,35-44
102873,2026-03-15,control,social_ads,web,Other Russia,25-34
102874,2026-01-20,control,organic,ios,Moscow,18-24
102875,2026-02-04,control,paid_search,web,Moscow,45+
102876,2026-02-16,control,paid_search,web,Other Russia,25-34
102877,2026-03-01,test,referral,web,Other Russia,25-34
102878,2026-03-26,control,organic,android,Other Russia,25-34
102879,2026-03-20,test,organic,web,Saint Petersburg,25-34
102880,2026-03-29,control,social_ads,ios,Other Russia,18-24
102881,2026-01-04,control,social_ads,ios,Moscow,25-34
102882,2026-01-22,control,referral,web,Moscow,18-24
102883,2026-02-20,test,social_ads,ios,Moscow,18-24
102884,2026-01-05,test,email,web,Moscow,18-24
102885,2026-02-01,control,organic,web,Other Russia,25-34
102886,2026-01-14,control,paid_search,ios,Saint Petersburg,35-44
102887,2026-03-25,control,email,android,Saint Petersburg,18-24
102888,2026-01-06,control,organic,android,Moscow,25-34
102889,2026-01-14,test,referral,android,Other Russia,35-44
102890,2026-01-18,control,organic,web,Moscow,35-44
102891,2026-01-14,test,paid_search,web,Saint Petersburg,35-44
102892,2026-02-21,test,organic,web,Moscow,45+
102893,2026-02-02,test,social_ads,android,Saint Petersburg,35-44
102894,2026-03-24,test,referral,web,Moscow,35-44
102895,2026-01-24,control,organic,web,Saint Petersburg,25-34
102896,2026-02-18,test,organic,android,Saint Petersburg,25-34
102897,2026-03-01,control,paid_search,android,Other Russia,25-34
102898,2026-02-26,test,organic,web,Other Russia,35-44
102899,2026-03-13,test,paid_search,android,Moscow,25-34
102900,2026-01-19,control,email,ios,Moscow,35-44
102901,2026-02-15,test,organic,ios,Moscow,25-34
102902,2026-03-14,control,paid_search,ios,Moscow,35-44
102903,2026-03-19,control,paid_search,android,Moscow,18-24
102904,2026-02-25,test,organic,web,Other Russia,25-34
102905,2026-02-28,control,organic,android,Other Russia,25-34
102906,2026-03-19,test,social_ads,web,Moscow,18-24
102907,2026-02-26,test,social_ads,ios,Other Russia,45+
102908,2026-03-27,test,referral,ios,Other Russia,18-24
102909,2026-01-12,control,paid_search,android,Moscow,18-24
102910,2026-02-01,control,social_ads,android,Other Russia,25-34
102911,2026-01-11,test,referral,android,Other Russia,18-24
102912,2026-01-09,control,referral,android,Other Russia,25-34
102913,2026-02-12,test,email,web,Other Russia,18-24
102914,2026-01-21,control,organic,android,Moscow,18-24
102915,2026-02-06,control,email,ios,Moscow,35-44
102916,2026-02-09,test,referral,web,Other Russia,25-34
102917,2026-02-25,test,referral,ios,Moscow,25-34
102918,2026-03-27,test,social_ads,web,Moscow,18-24
102919,2026-03-18,test,email,ios,Moscow,25-34
102920,2026-02-04,control,paid_search,web,Saint Petersburg,25-34
102921,2026-01-30,control,social_ads,web,Moscow,18-24
102922,2026-03-11,control,social_ads,android,Other Russia,35-44
102923,2026-01-12,test,social_ads,android,Saint Petersburg,25-34
102924,2026-02-18,control,social_ads,ios,Moscow,45+
102925,2026-02-08,test,organic,android,Moscow,35-44
102926,2026-01-17,control,paid_search,web,Saint Petersburg,25-34
102927,2026-02-25,test,paid_search,web,Other Russia,18-24
102928,2026-01-29,test,social_ads,android,Other Russia,35-44
102929,2026-01-17,test,social_ads,ios,Other Russia,25-34
102930,2026-02-28,control,referral,android,Moscow,35-44
102931,2026-01-16,test,referral,web,Other Russia,25-34
102932,2026-03-02,control,social_ads,web,Saint Petersburg,18-24
102933,2026-01-15,control,organic,web,Other Russia,35-44
102934,2026-02-09,control,social_ads,android,Other Russia,35-44
102935,2026-03-14,control,referral,web,Moscow,18-24
102936,2026-01-21,test,social_ads,ios,Saint Petersburg,25-34
102937,2026-03-11,control,referral,web,Other Russia,25-34
102938,2026-03-06,control,email,ios,Moscow,25-34
102939,2026-03-23,test,paid_search,web,Other Russia,35-44
102940,2026-01-16,test,social_ads,android,Moscow,18-24
102941,2026-03-06,test,paid_search,ios,Saint Petersburg,18-24
102942,2026-03-26,test,paid_search,web,Other Russia,18-24
102943,2026-03-10,control,organic,web,Moscow,45+
102944,2026-01-17,test,organic,web,Moscow,18-24
102945,2026-03-15,control,organic,android,Saint Petersburg,25-34
102946,2026-01-10,control,social_ads,android,Moscow,35-44
102947,2026-02-22,control,organic,web,Moscow,35-44
102948,2026-02-14,test,paid_search,ios,Other Russia,18-24
102949,2026-02-17,control,paid_search,web,Moscow,18-24
102950,2026-02-16,test,paid_search,android,Saint Petersburg,45+
102951,2026-01-03,control,referral,android,Moscow,25-34
102952,2026-02-15,control,paid_search,android,Moscow,18-24
102953,2026-03-26,control,organic,web,Moscow,18-24
102954,2026-02-09,control,email,ios,Other Russia,35-44
102955,2026-01-25,control,referral,android,Saint Petersburg,35-44
102956,2026-03-31,test,social_ads,web,Moscow,25-34
102957,2026-01-09,test,social_ads,ios,Moscow,25-34
102958,2026-02-13,control,organic,android,Saint Petersburg,35-44
102959,2026-02-16,test,social_ads,android,Saint Petersburg,18-24
102960,2026-02-13,control,organic,ios,Moscow,35-44
102961,2026-03-24,control,paid_search,ios,Moscow,18-24
102962,2026-02-07,control,organic,android,Saint Petersburg,18-24
102963,2026-03-29,control,social_ads,web,Other Russia,25-34
102964,2026-01-07,control,organic,android,Other Russia,18-24
102965,2026-03-08,test,organic,ios,Saint Petersburg,25-34
102966,2026-02-23,control,organic,android,Other Russia,35-44
102967,2026-01-22,test,social_ads,android,Saint Petersburg,25-34
102968,2026-01-21,control,organic,ios,Saint Petersburg,25-34
102969,2026-03-06,test,paid_search,web,Other Russia,18-24
102970,2026-02-27,test,organic,web,Moscow,25-34
102971,2026-02-25,control,referral,android,Other Russia,25-34
102972,2026-01-05,control,organic,ios,Moscow,25-34
102973,2026-02-23,test,email,web,Saint Petersburg,18-24
102974,2026-03-30,test,organic,android,Saint Petersburg,35-44
102975,2026-01-02,test,organic,android,Other Russia,18-24
102976,2026-02-12,control,organic,android,Moscow,18-24
102977,2026-02-14,test,organic,ios,Other Russia,18-24
102978,2026-03-22,control,paid_search,android,Moscow,25-34
102979,2026-01-26,control,organic,android,Moscow,18-24
102980,2026-02-12,test,referral,web,Other Russia,18-24
102981,2026-03-06,test,paid_search,android,Moscow,25-34
102982,2026-01-06,test,organic,ios,Saint Petersburg,25-34
102983,2026-03-14,test,paid_search,android,Saint Petersburg,18-24
102984,2026-03-15,control,organic,android,Other Russia,25-34
102985,2026-03-06,test,organic,ios,Other Russia,25-34
102986,2026-02-28,control,organic,web,Moscow,18-24
102987,2026-03-09,control,organic,web,Other Russia,18-24
102988,2026-03-12,control,organic,web,Moscow,25-34
102989,2026-03-23,test,email,ios,Saint Petersburg,45+
102990,2026-02-08,control,social_ads,android,Other Russia,35-44
102991,2026-02-11,control,email,web,Other Russia,25-34
102992,2026-02-27,test,organic,web,Other Russia,45+
102993,2026-01-18,test,referral,ios,Other Russia,25-34
102994,2026-03-19,test,paid_search,web,Saint Petersburg,25-34
102995,2026-03-11,test,organic,web,Other Russia,45+
102996,2026-02-26,control,referral,web,Moscow,35-44
102997,2026-01-28,test,organic,ios,Moscow,25-34
102998,2026-02-01,test,paid_search,ios,Other Russia,25-34
102999,2026-02-09,test,referral,android,Moscow,45+
103000,2026-03-01,test,social_ads,web,Moscow,18-24
103001,2026-03-12,control,paid_search,web,Other Russia,25-34
103002,2026-03-02,control,paid_search,android,Saint Petersburg,25-34
103003,2026-03-25,test,organic,android,Moscow,45+
103004,2026-03-28,control,email,web,Moscow,18-24
103005,2026-03-05,control,organic,android,Moscow,18-24
103006,2026-02-03,control,organic,android,Moscow,25-34
103007,2026-02-23,test,organic,android,Moscow,18-24
103008,2026-02-08,test,email,ios,Other Russia,25-34
103009,2026-02-26,test,social_ads,web,Moscow,25-34
103010,2026-03-15,test,paid_search,web,Other Russia,35-44
103011,2026-02-03,test,email,android,Other Russia,35-44
103012,2026-02-15,test,organic,android,Moscow,25-34
103013,2026-01-05,control,referral,ios,Other Russia,35-44
103014,2026-03-08,test,organic,web,Moscow,18-24
103015,2026-02-14,control,paid_search,web,Other Russia,25-34
103016,2026-02-11,control,organic,ios,Other Russia,25-34
103017,2026-02-17,control,email,android,Other Russia,18-24
103018,2026-01-20,test,email,web,Moscow,18-24
103019,2026-02-23,test,paid_search,ios,Moscow,25-34
103020,2026-03-09,test,organic,ios,Moscow,25-34
103021,2026-02-01,test,organic,android,Other Russia,25-34
103022,2026-01-12,test,paid_search,android,Moscow,18-24
103023,2026-02-04,control,organic,web,Saint Petersburg,18-24
103024,2026-01-18,test,organic,ios,Moscow,45+
103025,2026-02-03,test,social_ads,android,Moscow,18-24
103026,2026-02-26,test,social_ads,android,Moscow,45+
103027,2026-01-11,control,email,ios,Moscow,35-44
103028,2026-03-09,control,paid_search,web,Saint Petersburg,25-34
103029,2026-01-21,test,paid_search,ios,Moscow,25-34
103030,2026-03-22,control,paid_search,ios,Moscow,35-44
103031,2026-03-07,control,organic,web,Saint Petersburg,45+
103032,2026-01-25,control,social_ads,android,Moscow,35-44
103033,2026-02-20,control,referral,web,Other Russia,35-44
103034,2026-01-10,control,organic,android,Saint Petersburg,25-34
103035,2026-01-09,test,organic,ios,Saint Petersburg,18-24
103036,2026-03-28,test,referral,web,Moscow,45+
103037,2026-03-14,test,paid_search,ios,Moscow,18-24
103038,2026-01-14,control,paid_search,ios,Other Russia,25-34
103039,2026-01-26,control,social_ads,android,Other Russia,25-34
103040,2026-01-18,control,paid_search,ios,Moscow,35-44
103041,2026-02-05,control,organic,web,Moscow,35-44
103042,2026-01-27,control,referral,android,Moscow,25-34
103043,2026-01-30,test,email,ios,Other Russia,18-24
103044,2026-02-17,test,organic,web,Moscow,18-24
103045,2026-01-18,test,organic,android,Other Russia,18-24
103046,2026-03-21,control,social_ads,web,Moscow,45+
103047,2026-03-07,control,social_ads,web,Other Russia,18-24
103048,2026-03-10,control,paid_search,ios,Moscow,45+
103049,2026-01-16,control,paid_search,ios,Moscow,18-24
103050,2026-03-05,test,social_ads,ios,Moscow,35-44
103051,2026-03-17,control,paid_search,android,Moscow,25-34
103052,2026-01-16,test,organic,web,Other Russia,35-44
103053,2026-03-09,test,organic,android,Saint Petersburg,25-34
103054,2026-02-02,control,paid_search,web,Moscow,35-44
103055,2026-03-12,control,email,web,Other Russia,35-44
103056,2026-02-13,control,paid_search,web,Moscow,18-24
103057,2026-03-14,control,paid_search,web,Moscow,45+
103058,2026-01-14,test,email,ios,Moscow,25-34
103059,2026-02-05,test,paid_search,android,Saint Petersburg,18-24
103060,2026-01-25,test,paid_search,android,Other Russia,25-34
103061,2026-01-23,test,organic,android,Moscow,25-34
103062,2026-01-28,control,social_ads,web,Other Russia,35-44
103063,2026-02-04,control,social_ads,android,Moscow,35-44
103064,2026-01-12,control,referral,web,Moscow,25-34
103065,2026-03-05,control,organic,android,Other Russia,25-34
103066,2026-02-19,test,paid_search,android,Other Russia,18-24
103067,2026-03-16,control,organic,web,Saint Petersburg,25-34
103068,2026-03-05,control,email,ios,Moscow,35-44
103069,2026-01-14,control,organic,android,Moscow,18-24
103070,2026-01-07,control,social_ads,web,Other Russia,25-34
103071,2026-02-08,test,social_ads,android,Saint Petersburg,18-24
103072,2026-02-13,control,organic,android,Moscow,18-24
103073,2026-01-22,control,paid_search,web,Moscow,18-24
103074,2026-03-12,control,organic,web,Other Russia,18-24
103075,2026-02-22,test,paid_search,ios,Moscow,25-34
103076,2026-03-09,test,email,android,Other Russia,35-44
103077,2026-01-10,test,paid_search,ios,Other Russia,18-24
103078,2026-03-15,control,email,ios,Moscow,35-44
103079,2026-01-19,control,organic,web,Saint Petersburg,25-34
103080,2026-02-10,test,paid_search,android,Saint Petersburg,18-24
103081,2026-02-09,control,email,android,Saint Petersburg,25-34
103082,2026-03-15,control,referral,ios,Other Russia,18-24
103083,2026-01-25,test,organic,android,Saint Petersburg,35-44
103084,2026-01-22,control,social_ads,ios,Moscow,35-44
103085,2026-01-31,control,referral,android,Moscow,25-34
103086,2026-02-02,test,social_ads,web,Saint Petersburg,18-24
103087,2026-01-17,control,social_ads,web,Moscow,18-24
103088,2026-01-16,control,organic,android,Other Russia,25-34
103089,2026-01-21,control,organic,web,Moscow,18-24
103090,2026-02-12,test,social_ads,web,Moscow,25-34
103091,2026-01-31,control,paid_search,android,Moscow,25-34
103092,2026-02-05,control,organic,ios,Other Russia,25-34
103093,2026-03-06,test,organic,web,Other Russia,18-24
103094,2026-01-22,test,paid_search,web,Saint Petersburg,25-34
103095,2026-03-23,test,paid_search,web,Moscow,25-34
103096,2026-03-09,control,paid_search,web,Other Russia,35-44
103097,2026-01-16,control,paid_search,web,Other Russia,25-34
103098,2026-01-29,test,organic,ios,Moscow,25-34
103099,2026-01-17,test,referral,android,Other Russia,18-24
103100,2026-01-25,control,social_ads,web,Other Russia,35-44
103101,2026-02-02,test,organic,web,Moscow,25-34
103102,2026-01-12,control,paid_search,ios,Moscow,35-44
103103,2026-01-02,test,paid_search,web,Saint Petersburg,25-34
103104,2026-02-09,test,social_ads,web,Moscow,35-44
103105,2026-03-05,control,social_ads,web,Other Russia,35-44
103106,2026-01-28,test,social_ads,ios,Saint Petersburg,25-34
103107,2026-03-19,test,social_ads,web,Moscow,18-24
103108,2026-02-03,control,organic,ios,Moscow,45+
103109,2026-03-23,control,organic,ios,Other Russia,35-44
103110,2026-01-22,test,organic,android,Moscow,45+
103111,2026-02-18,control,paid_search,android,Moscow,25-34
103112,2026-03-10,control,paid_search,android,Moscow,45+
103113,2026-01-06,control,social_ads,ios,Other Russia,18-24
103114,2026-03-25,test,organic,web,Moscow,25-34
103115,2026-02-02,control,social_ads,web,Moscow,25-34
103116,2026-02-14,test,organic,web,Other Russia,18-24
103117,2026-02-26,control,paid_search,web,Moscow,18-24
103118,2026-02-27,control,social_ads,web,Other Russia,18-24
103119,2026-01-03,test,organic,web,Moscow,18-24
103120,2026-03-20,control,paid_search,android,Other Russia,45+
103121,2026-02-26,control,paid_search,ios,Moscow,45+
103122,2026-03-31,control,social_ads,web,Moscow,35-44
103123,2026-02-12,test,organic,ios,Moscow,45+
103124,2026-02-25,control,email,web,Other Russia,35-44
103125,2026-02-09,control,email,ios,Other Russia,45+
103126,2026-03-22,control,referral,ios,Moscow,18-24
103127,2026-03-16,control,organic,web,Moscow,18-24
103128,2026-03-23,control,social_ads,web,Moscow,35-44
103129,2026-02-15,test,organic,android,Moscow,25-34
103130,2026-03-13,control,referral,ios,Moscow,35-44
103131,2026-02-02,control,paid_search,ios,Other Russia,25-34
103132,2026-02-11,test,organic,web,Moscow,25-34
103133,2026-03-10,test,organic,web,Other Russia,25-34
103134,2026-01-08,control,referral,web,Moscow,35-44
103135,2026-03-05,control,referral,android,Other Russia,25-34
103136,2026-01-02,control,paid_search,web,Moscow,25-34
103137,2026-02-22,test,paid_search,web,Moscow,25-34
103138,2026-02-12,control,social_ads,android,Other Russia,25-34
103139,2026-02-12,control,referral,ios,Moscow,25-34
103140,2026-02-14,control,social_ads,web,Other Russia,25-34
103141,2026-02-14,control,paid_search,ios,Other Russia,25-34
103142,2026-02-06,control,social_ads,ios,Other Russia,45+
103143,2026-02-10,control,referral,android,Other Russia,25-34
103144,2026-02-21,test,organic,web,Moscow,45+
103145,2026-03-10,test,paid_search,android,Moscow,35-44
103146,2026-02-19,test,organic,web,Other Russia,35-44
103147,2026-02-27,test,paid_search,android,Moscow,35-44
103148,2026-03-17,control,referral,android,Saint Petersburg,25-34
103149,2026-03-31,test,organic,android,Moscow,25-34
103150,2026-01-10,test,paid_search,android,Other Russia,25-34
103151,2026-03-06,test,organic,android,Moscow,18-24
103152,2026-01-21,test,referral,web,Moscow,18-24
103153,2026-01-18,control,referral,web,Other Russia,18-24
103154,2026-03-13,control,paid_search,web,Other Russia,35-44
103155,2026-01-07,control,social_ads,ios,Moscow,18-24
103156,2026-03-18,control,organic,web,Moscow,25-34
103157,2026-03-11,control,referral,android,Other Russia,18-24
103158,2026-03-31,control,social_ads,android,Moscow,18-24
103159,2026-03-02,control,organic,android,Saint Petersburg,25-34
103160,2026-03-20,test,email,web,Other Russia,35-44
103161,2026-01-11,test,organic,android,Moscow,25-34
103162,2026-03-22,test,social_ads,android,Moscow,45+
103163,2026-01-15,control,organic,android,Moscow,18-24
103164,2026-01-29,test,social_ads,android,Moscow,25-34
103165,2026-01-12,test,organic,web,Saint Petersburg,18-24
103166,2026-02-06,test,organic,web,Moscow,25-34
103167,2026-03-09,test,paid_search,android,Other Russia,18-24
103168,2026-01-25,control,email,android,Other Russia,18-24
103169,2026-03-15,control,organic,android,Moscow,35-44
103170,2026-02-24,test,social_ads,android,Saint Petersburg,25-34
103171,2026-02-26,test,paid_search,android,Moscow,18-24
103172,2026-03-26,control,referral,android,Moscow,35-44
103173,2026-02-08,control,organic,android,Saint Petersburg,25-34
103174,2026-02-01,control,paid_search,android,Moscow,25-34
103175,2026-03-31,control,email,web,Moscow,25-34
103176,2026-02-20,test,organic,web,Moscow,25-34
103177,2026-02-25,test,paid_search,web,Moscow,35-44
103178,2026-01-27,control,referral,ios,Other Russia,25-34
103179,2026-01-20,control,organic,android,Other Russia,18-24
103180,2026-01-16,control,paid_search,android,Other Russia,18-24
103181,2026-01-21,control,organic,web,Other Russia,25-34
103182,2026-01-18,test,referral,web,Saint Petersburg,25-34
103183,2026-03-09,test,email,ios,Moscow,25-34
103184,2026-01-06,test,social_ads,android,Other Russia,45+
103185,2026-02-26,control,social_ads,ios,Moscow,18-24
103186,2026-03-27,test,paid_search,web,Moscow,25-34
103187,2026-03-10,test,organic,web,Other Russia,18-24
103188,2026-02-06,control,organic,ios,Other Russia,25-34
103189,2026-01-06,test,organic,ios,Other Russia,25-34
103190,2026-03-17,test,organic,android,Moscow,45+
103191,2026-01-01,test,social_ads,android,Other Russia,35-44
103192,2026-03-03,control,organic,web,Moscow,18-24
103193,2026-03-02,control,organic,web,Moscow,35-44
103194,2026-01-18,control,paid_search,web,Other Russia,35-44
103195,2026-03-08,control,organic,web,Moscow,18-24
103196,2026-01-16,control,organic,web,Other Russia,45+
103197,2026-01-21,test,organic,web,Other Russia,35-44
103198,2026-03-15,control,organic,web,Other Russia,35-44
103199,2026-03-30,control,paid_search,android,Moscow,25-34
103200,2026-01-24,test,social_ads,web,Moscow,18-24
103201,2026-03-24,test,referral,android,Other Russia,35-44
103202,2026-03-24,control,social_ads,web,Saint Petersburg,25-34
103203,2026-03-11,test,social_ads,web,Saint Petersburg,45+
103204,2026-01-13,control,email,web,Moscow,18-24
103205,2026-01-27,control,paid_search,web,Moscow,25-34
103206,2026-03-02,test,social_ads,web,Other Russia,35-44
103207,2026-03-31,control,paid_search,android,Saint Petersburg,25-34
103208,2026-03-15,control,organic,android,Other Russia,25-34
103209,2026-02-07,control,organic,web,Moscow,35-44
103210,2026-01-22,test,organic,web,Moscow,35-44
103211,2026-03-28,control,referral,web,Saint Petersburg,25-34
103212,2026-01-25,test,organic,android,Other Russia,25-34
103213,2026-01-31,control,social_ads,web,Moscow,25-34
103214,2026-03-28,test,referral,web,Moscow,25-34
103215,2026-02-20,control,paid_search,android,Saint Petersburg,35-44
103216,2026-01-24,control,organic,android,Moscow,25-34
103217,2026-01-01,test,paid_search,ios,Moscow,25-34
103218,2026-02-08,test,paid_search,web,Saint Petersburg,18-24
103219,2026-03-30,control,email,web,Moscow,18-24
103220,2026-02-08,control,social_ads,web,Other Russia,25-34
103221,2026-03-04,control,social_ads,ios,Moscow,25-34
103222,2026-01-23,control,paid_search,android,Other Russia,35-44
103223,2026-03-11,test,social_ads,web,Other Russia,45+
103224,2026-03-11,control,social_ads,android,Other Russia,25-34
103225,2026-02-24,test,organic,ios,Other Russia,35-44
103226,2026-03-11,control,organic,android,Saint Petersburg,25-34
103227,2026-02-22,control,organic,web,Moscow,25-34
103228,2026-02-04,control,paid_search,web,Moscow,25-34
103229,2026-03-08,control,referral,web,Moscow,25-34
103230,2026-03-17,control,social_ads,android,Other Russia,25-34
